frame_index,timestamp_sec,class_id,class_name,confidence,x1,y1,x2,y2
17,0.5667,2,car,0.4035,142.84,186.86,202.44,219.58
17,0.5667,2,car,0.3057,232.28,180.17,244.77,189.34
17,0.5667,2,car,0.2622,312.58,169.78,342.04,189.46
18,0.6,2,car,0.7646,379.23,178.96,408.8,198.41
18,0.6,2,car,0.5651,328.51,175.75,342.73,190.04
18,0.6,2,car,0.5446,140.5,186.45,200.73,216.66
18,0.6,2,car,0.4259,231.84,180.02,244.19,188.9
18,0.6,2,car,0.3123,319.96,170.7,342.1,189.64
19,0.6333,2,car,0.7863,379.7,178.62,409.27,198.4
19,0.6333,2,car,0.6138,328.78,176.28,343.14,190.04
19,0.6333,2,car,0.3974,139.35,186.42,198.3,219.42
19,0.6333,7,truck,0.3141,139.49,186.66,198.86,216.65
19,0.6333,2,car,0.28,324.31,170.71,342.46,189.66
19,0.6333,2,car,0.2749,231.17,180.83,242.95,189.06
20,0.6667,2,car,0.7872,379.99,178.08,409.62,198.03
20,0.6667,2,car,0.614,328.98,176.3,343.29,189.93
20,0.6667,2,car,0.5774,137.99,186.14,197.04,219.91
20,0.6667,2,car,0.2781,231.04,181.03,242.13,188.54
21,0.7,2,car,0.7489,380.18,178.01,410.95,197.84
21,0.7,2,car,0.6237,329.0,176.9,343.44,189.66
21,0.7,2,car,0.5084,134.58,185.81,196.61,219.38
22,0.7333,2,car,0.7126,379.95,177.89,411.69,197.76
22,0.7333,2,car,0.6072,328.94,177.32,343.61,189.75
22,0.7333,2,car,0.5774,133.13,185.57,194.99,219.35
23,0.7667,2,car,0.5802,379.68,177.98,412.29,197.88
23,0.7667,2,car,0.5637,329.11,177.29,343.81,189.54
23,0.7667,2,car,0.5608,133.08,186.6,193.35,218.05
23,0.7667,2,car,0.2504,21.11,176.46,47.15,186.03
24,0.8,2,car,0.5996,329.26,176.59,343.57,188.95
24,0.8,2,car,0.5826,379.74,178.08,412.96,198.19
24,0.8,2,car,0.4268,131.46,186.93,192.15,218.2
24,0.8,2,car,0.374,229.77,179.89,243.48,189.3
24,0.8,7,truck,0.3434,130.89,186.94,192.07,219.8
24,0.8,2,car,0.3429,178.32,185.95,200.37,201.53
25,0.8333,2,car,0.6239,130.27,186.56,191.11,216.71
25,0.8333,2,car,0.5779,329.28,175.6,343.46,188.58
25,0.8333,2,car,0.5591,385.35,179.15,413.4,198.74
25,0.8333,2,car,0.3245,229.54,179.22,242.87,189.35
25,0.8333,2,car,0.2889,174.83,185.91,199.97,201.38
26,0.8667,2,car,0.6456,385.53,179.99,413.58,198.75
26,0.8667,2,car,0.5468,329.36,175.83,343.69,188.81
26,0.8667,2,car,0.3561,129.28,186.83,176.88,210.85
26,0.8667,2,car,0.3437,128.85,186.76,191.08,213.49
26,0.8667,2,car,0.274,169.99,185.15,198.67,199.86
27,0.9,2,car,0.7111,386.57,179.98,414.49,198.85
27,0.9,2,car,0.5144,329.39,175.52,343.88,188.82
27,0.9,2,car,0.5126,126.21,186.34,191.11,214.42
27,0.9,2,car,0.3739,380.1,177.65,413.28,197.07
28,0.9333,2,car,0.6949,386.4,180.22,415.1,199.24
28,0.9333,2,car,0.6098,329.49,176.4,343.93,188.76
28,0.9333,2,car,0.3898,124.72,186.59,189.51,211.69
28,0.9333,2,car,0.3896,380.26,177.86,413.63,197.27
28,0.9333,2,car,0.3437,165.89,183.73,197.96,201.02
29,0.9667,2,car,0.6982,386.52,180.08,415.57,199.38
29,0.9667,2,car,0.531,329.54,177.44,343.93,189.47
29,0.9667,2,car,0.385,379.67,177.44,414.11,196.97
29,0.9667,2,car,0.3689,123.06,187.04,169.36,211.56
29,0.9667,2,car,0.3126,166.99,185.58,197.6,200.95
29,0.9667,2,car,0.2566,160.61,197.21,187.6,212.61
30,1.0,2,car,0.7074,387.19,179.77,415.92,199.42
30,1.0,2,car,0.4659,329.63,177.84,343.93,189.42
30,1.0,2,car,0.3736,379.47,177.49,414.16,195.95
31,1.0333,2,car,0.7729,388.51,180.17,416.78,199.76
31,1.0333,2,car,0.5125,329.59,177.12,344.15,189.65
31,1.0333,2,car,0.2974,379.39,177.77,396.71,191.31
31,1.0333,2,car,0.2535,120.85,187.07,163.05,209.99
32,1.0667,2,car,0.722,389.18,180.31,417.35,199.7
32,1.0667,2,car,0.5235,329.68,177.08,344.14,189.45
32,1.0667,2,car,0.275,379.15,177.68,395.84,190.43
33,1.1,2,car,0.6961,389.92,180.37,417.96,199.59
33,1.1,2,car,0.5349,329.75,177.22,344.22,189.38
33,1.1,2,car,0.3534,379.63,177.54,396.14,189.71
33,1.1,7,truck,0.2502,118.64,185.41,188.33,211.98
34,1.1333,2,car,0.6551,390.36,180.48,418.89,199.73
34,1.1333,2,car,0.5586,329.55,176.7,344.17,188.8
34,1.1333,2,car,0.3513,379.15,177.34,396.59,189.33
34,1.1333,7,truck,0.2919,117.64,185.88,188.18,212.31
34,1.1333,2,car,0.2622,116.28,185.83,186.64,212.89
35,1.1667,2,car,0.6625,390.39,180.54,420.01,199.21
35,1.1667,2,car,0.5494,329.63,176.46,344.14,188.77
35,1.1667,2,car,0.3787,379.1,176.62,397.5,188.58
36,1.2,2,car,0.7453,390.2,180.04,421.16,199.26
36,1.2,2,car,0.5487,329.64,175.43,344.32,188.72
36,1.2,2,car,0.4308,379.27,176.08,396.33,188.17
36,1.2,7,truck,0.3242,116.23,187.38,183.96,213.1
37,1.2333,2,car,0.6565,390.34,179.88,422.11,199.76
37,1.2333,2,car,0.5089,329.79,175.28,344.41,188.6
37,1.2333,2,car,0.4407,379.38,176.11,397.78,188.08
37,1.2333,7,truck,0.2811,116.55,187.8,189.26,213.09
38,1.2667,2,car,0.7413,392.09,180.94,421.96,200.35
38,1.2667,2,car,0.5562,379.4,175.98,399.37,187.91
38,1.2667,7,truck,0.5284,116.47,186.84,188.05,212.25
38,1.2667,2,car,0.5009,329.64,174.9,344.41,188.26
38,1.2667,2,car,0.2741,116.22,186.45,185.4,213.01
39,1.3,2,car,0.7446,392.39,181.11,422.49,200.32
39,1.3,2,car,0.5437,379.56,176.43,399.31,188.2
39,1.3,2,car,0.515,329.39,174.98,344.43,187.96
39,1.3,7,truck,0.4249,115.99,186.27,189.18,212.32
40,1.3333,2,car,0.7165,392.56,181.16,423.55,200.62
40,1.3333,2,car,0.5462,379.64,176.57,397.67,188.14
40,1.3333,2,car,0.5303,329.27,175.13,344.52,187.91
40,1.3333,7,truck,0.4398,116.76,185.14,187.95,212.13
41,1.3667,2,car,0.6652,393.03,180.83,423.86,201.03
41,1.3667,2,car,0.5657,379.89,176.55,398.59,188.2
41,1.3667,2,car,0.5205,329.63,175.21,344.88,187.93
41,1.3667,7,truck,0.4904,115.89,185.01,186.63,215.64
42,1.4,2,car,0.5913,393.15,180.72,424.12,201.19
42,1.4,2,car,0.5804,115.63,184.2,186.21,212.99
42,1.4,2,car,0.573,379.87,176.59,398.97,188.29
42,1.4,2,car,0.4923,329.45,175.4,345.06,187.97
42,1.4,7,truck,0.3407,116.04,184.67,186.7,213.19
43,1.4333,2,car,0.6658,114.57,183.77,185.96,212.83
43,1.4333,2,car,0.5968,379.87,176.42,399.51,188.41
43,1.4333,2,car,0.5426,393.93,179.91,424.94,200.7
43,1.4333,2,car,0.4798,329.25,175.55,345.1,188.03
44,1.4667,2,car,0.6387,379.99,176.55,399.36,188.51
44,1.4667,2,car,0.6012,394.82,179.91,425.71,201.03
44,1.4667,2,car,0.5428,115.96,185.83,184.66,211.91
44,1.4667,2,car,0.4769,329.14,175.39,345.15,188.11
44,1.4667,7,truck,0.3964,115.37,185.53,184.56,211.59
44,1.4667,9,traffic light,0.2877,56.35,204.54,70.14,231.71
45,1.5,2,car,0.6266,395.14,179.96,426.09,201.08
45,1.5,2,car,0.615,380.27,176.52,399.08,188.45
45,1.5,2,car,0.5033,116.14,186.26,184.01,210.72
45,1.5,2,car,0.4753,329.11,175.27,345.09,188.08
45,1.5,7,truck,0.4151,115.51,185.81,183.21,210.91
45,1.5,9,traffic light,0.273,16.79,206.49,33.23,239.79
45,1.5,2,car,0.2711,53.67,170.64,77.92,180.11
46,1.5333,2,car,0.6306,380.4,176.96,398.89,188.11
46,1.5333,2,car,0.5932,395.41,180.09,427.33,201.11
46,1.5333,2,car,0.452,118.88,184.89,184.22,210.68
46,1.5333,2,car,0.4492,329.28,174.79,345.03,187.9
46,1.5333,7,truck,0.3759,118.08,185.24,183.37,210.29
46,1.5333,2,car,0.3499,47.36,170.32,73.0,180.28
47,1.5667,2,car,0.686,395.73,179.89,428.24,200.57
47,1.5667,2,car,0.6667,380.6,176.79,398.56,187.98
47,1.5667,2,car,0.5331,117.05,183.95,184.13,211.06
47,1.5667,2,car,0.4583,329.17,174.45,344.91,187.67
47,1.5667,7,truck,0.3974,117.95,184.33,183.58,210.31
47,1.5667,2,car,0.3428,41.52,170.16,67.2,180.39
48,1.6,2,car,0.7321,380.46,176.14,398.43,187.67
48,1.6,2,car,0.6533,396.0,179.57,428.46,200.51
48,1.6,2,car,0.5782,118.25,184.54,184.58,210.63
48,1.6,2,car,0.4797,329.03,174.46,344.54,187.5
48,1.6,7,truck,0.3715,118.32,183.97,183.41,210.83
48,1.6,2,car,0.3644,33.66,169.78,61.32,180.36
49,1.6333,2,car,0.7566,380.59,176.24,398.5,187.5
49,1.6333,2,car,0.6336,396.86,178.89,429.25,200.52
49,1.6333,2,car,0.5979,119.06,184.42,184.28,210.83
49,1.6333,2,car,0.4409,329.24,174.15,344.66,187.5
49,1.6333,2,car,0.3128,26.89,169.45,55.67,180.41
50,1.6667,2,car,0.7259,380.44,176.18,398.77,187.58
50,1.6667,2,car,0.6137,397.39,179.47,429.66,200.06
50,1.6667,2,car,0.529,120.27,184.17,183.69,211.44
50,1.6667,2,car,0.4234,329.65,173.65,344.68,187.44
50,1.6667,2,car,0.2611,19.54,169.05,48.67,180.42
51,1.7,2,car,0.7216,380.29,176.22,398.93,187.57
51,1.7,2,car,0.6568,397.55,179.76,431.06,200.27
51,1.7,2,car,0.6114,122.4,184.24,183.97,214.44
51,1.7,2,car,0.4467,329.96,173.57,344.57,187.4
51,1.7,2,car,0.258,11.46,169.04,41.84,181.08
52,1.7333,2,car,0.6949,380.51,176.86,398.76,187.67
52,1.7333,2,car,0.6329,397.84,179.77,431.25,200.75
52,1.7333,2,car,0.5828,124.26,183.84,183.87,214.22
52,1.7333,2,car,0.4892,329.8,173.73,344.75,187.23
52,1.7333,2,car,0.3564,1.99,168.91,36.15,181.0
52,1.7333,2,car,0.2929,218.82,176.65,235.15,187.65
53,1.7667,2,car,0.7028,380.47,176.64,398.95,187.44
53,1.7667,2,car,0.6539,123.73,183.33,183.28,213.88
53,1.7667,2,car,0.6235,397.86,179.61,432.67,200.82
53,1.7667,2,car,0.5085,329.75,173.92,344.89,187.01
54,1.8,2,car,0.6753,380.59,176.7,398.62,187.39
54,1.8,2,car,0.591,399.08,179.71,433.18,201.15
54,1.8,2,car,0.4751,329.63,174.32,344.49,186.99
54,1.8,2,car,0.4041,124.3,183.25,182.46,212.06
55,1.8333,2,car,0.6768,380.59,176.78,398.65,187.43
55,1.8333,2,car,0.5742,400.17,179.71,433.91,201.19
55,1.8333,2,car,0.4714,329.71,174.22,344.48,187.03
56,1.8667,2,car,0.6105,380.2,176.96,397.96,187.42
56,1.8667,2,car,0.6097,400.68,180.04,434.79,201.37
56,1.8667,2,car,0.4607,329.62,174.01,344.52,187.03
56,1.8667,2,car,0.2629,125.96,183.81,181.84,211.14
57,1.9,2,car,0.5764,401.01,180.8,435.49,201.58
57,1.9,2,car,0.5359,379.96,177.43,398.29,187.56
57,1.9,2,car,0.4218,329.64,174.24,344.51,187.12
57,1.9,2,car,0.2982,127.64,183.6,175.52,213.14
58,1.9333,2,car,0.5211,401.35,180.51,437.13,202.03
58,1.9333,2,car,0.5155,379.67,177.55,397.48,187.86
58,1.9333,2,car,0.3529,329.64,172.74,344.58,187.37
58,1.9333,7,truck,0.3166,128.01,183.75,180.49,211.95
58,1.9333,2,car,0.2827,127.96,183.67,180.42,211.98
59,1.9667,2,car,0.5627,379.72,177.71,397.97,188.38
59,1.9667,2,car,0.5216,403.3,181.37,437.02,203.09
60,2.0,2,car,0.5536,379.77,177.83,398.39,189.12
60,2.0,2,car,0.5117,408.44,182.35,438.37,203.41
60,2.0,7,truck,0.2976,128.99,185.0,178.5,209.75
61,2.0333,2,car,0.6948,408.79,182.53,439.09,203.35
61,2.0333,2,car,0.5488,379.79,177.73,398.4,189.09
61,2.0333,7,truck,0.3201,128.67,184.09,178.28,209.29
61,2.0333,2,car,0.2756,128.97,183.89,178.18,209.44
62,2.0667,2,car,0.6747,407.0,182.62,439.52,203.47
62,2.0667,2,car,0.5222,379.64,177.68,398.26,188.93
62,2.0667,7,truck,0.2944,125.04,184.08,175.07,205.89
63,2.1,2,car,0.6818,406.17,182.06,440.05,203.6
63,2.1,2,car,0.5475,379.21,177.33,397.28,188.46
63,2.1,2,car,0.2699,25.39,173.81,57.88,184.64
64,2.1333,2,car,0.7218,406.73,181.4,440.69,203.61
64,2.1333,2,car,0.5498,378.96,176.96,397.0,187.72
65,2.1667,2,car,0.6256,408.22,181.01,441.62,203.58
65,2.1667,2,car,0.5755,379.14,177.03,396.86,187.68
66,2.2,2,car,0.513,379.19,177.13,396.75,187.57
66,2.2,2,car,0.4465,409.08,181.5,442.29,203.78
66,2.2,7,truck,0.2825,118.38,183.32,172.92,207.24
67,2.2333,2,car,0.5252,379.16,176.97,397.08,187.7
67,2.2333,2,car,0.382,411.13,181.26,443.4,203.68
67,2.2333,7,truck,0.3527,117.05,183.25,171.5,206.1
68,2.2667,2,car,0.5421,379.4,177.05,397.0,187.72
68,2.2667,2,car,0.4639,408.51,180.47,443.97,203.52
68,2.2667,7,truck,0.3484,116.17,182.53,169.77,205.74
69,2.3,2,car,0.5426,408.85,180.64,444.83,203.55
69,2.3,2,car,0.5224,379.31,177.16,397.2,187.65
69,2.3,7,truck,0.3937,114.34,182.6,169.35,205.23
70,2.3333,2,car,0.5631,409.26,180.97,445.37,203.65
70,2.3333,2,car,0.5321,379.42,177.19,397.15,187.51
70,2.3333,2,car,0.284,328.37,173.56,344.12,187.38
71,2.3667,2,car,0.5874,378.83,176.65,397.03,187.64
71,2.3667,2,car,0.5755,409.08,181.16,445.36,203.79
71,2.3667,2,car,0.3599,110.58,182.04,165.61,204.36
71,2.3667,2,car,0.3097,328.34,172.94,343.93,187.31
72,2.4,2,car,0.5054,408.69,181.03,446.11,204.03
72,2.4,2,car,0.4949,378.69,176.77,396.66,187.66
72,2.4,2,car,0.3881,109.88,182.14,163.0,204.11
72,2.4,2,car,0.3624,328.29,173.09,343.32,186.98
73,2.4333,2,car,0.6249,416.58,181.73,447.18,203.72
73,2.4333,2,car,0.4953,378.7,176.62,396.6,187.56
73,2.4333,2,car,0.445,108.39,182.44,161.83,204.4
73,2.4333,2,car,0.3733,328.29,173.2,343.32,186.97
73,2.4333,2,car,0.3199,408.82,181.14,430.24,201.42
74,2.4667,2,car,0.698,419.25,182.47,447.31,204.43
74,2.4667,2,car,0.5796,378.46,176.99,396.19,187.9
74,2.4667,2,car,0.361,129.35,183.57,159.34,202.48
74,2.4667,2,car,0.3534,108.31,182.97,158.62,204.07
74,2.4667,2,car,0.3391,205.76,171.78,225.03,188.12
74,2.4667,2,car,0.3365,409.19,182.26,427.98,201.66
74,2.4667,2,car,0.3299,327.9,173.63,343.12,186.89
74,2.4667,2,car,0.3001,409.25,181.59,447.01,203.94
74,2.4667,2,car,0.264,107.88,183.6,136.43,203.9
75,2.5,2,car,0.6719,417.85,182.4,447.77,204.55
75,2.5,2,car,0.5768,378.36,176.94,396.1,187.75
75,2.5,2,car,0.4226,107.93,183.1,157.63,204.83
75,2.5,2,car,0.3713,409.53,182.44,427.54,201.61
75,2.5,2,car,0.3165,327.82,173.92,343.31,186.94
76,2.5333,2,car,0.615,418.75,182.37,448.08,204.38
76,2.5333,2,car,0.5787,106.39,182.76,157.63,204.94
76,2.5333,2,car,0.578,379.07,176.2,396.24,187.51
76,2.5333,2,car,0.3325,409.77,182.6,428.15,201.45
77,2.5667,2,car,0.5793,416.39,181.86,448.47,204.25
77,2.5667,2,car,0.5193,378.57,176.52,395.96,187.55
77,2.5667,2,car,0.2639,410.43,182.63,427.42,201.45
77,2.5667,2,car,0.2542,327.65,171.22,343.26,186.14
78,2.6,2,car,0.5127,416.2,181.33,448.79,204.14
78,2.6,2,car,0.5081,378.09,176.47,395.94,187.13
78,2.6,2,car,0.3538,327.84,171.25,343.61,185.86
79,2.6333,2,car,0.6192,377.43,176.15,395.2,186.47
79,2.6333,2,car,0.4945,417.04,180.59,449.17,203.71
79,2.6333,2,car,0.307,327.38,170.8,343.53,185.6
80,2.6667,2,car,0.6096,376.83,175.98,395.18,186.11
80,2.6667,2,car,0.4054,412.29,180.26,449.86,203.72
80,2.6667,2,car,0.3045,327.41,170.75,343.65,185.52
81,2.7,2,car,0.6573,377.14,176.04,395.08,186.01
81,2.7,2,car,0.416,411.36,179.53,450.36,203.55
81,2.7,2,car,0.333,326.89,170.65,343.73,185.46
82,2.7333,2,car,0.6319,376.78,176.03,394.97,186.15
82,2.7333,2,car,0.4826,411.84,179.16,451.25,203.65
82,2.7333,2,car,0.3106,326.94,171.98,343.53,185.45
83,2.7667,2,car,0.5402,412.33,178.81,451.94,203.41
83,2.7667,2,car,0.5336,377.75,175.58,394.36,185.92
84,2.8,2,car,0.6132,378.35,175.82,394.7,186.03
84,2.8,2,car,0.5176,412.98,178.69,452.28,202.49
85,2.8333,2,car,0.5835,377.75,175.57,394.02,186.0
85,2.8333,2,car,0.5074,413.05,178.89,452.87,202.79
86,2.8667,2,car,0.5421,412.52,178.89,452.81,203.08
86,2.8667,2,car,0.5253,377.58,175.81,394.07,186.33
87,2.9,2,car,0.4661,412.71,179.66,453.82,203.38
87,2.9,2,car,0.4381,377.45,176.44,394.58,186.95
88,2.9333,2,car,0.4637,412.63,180.14,453.15,203.42
88,2.9333,2,car,0.35,377.32,176.31,394.21,187.85
89,2.9667,2,car,0.7838,363.75,136.85,466.96,179.98
89,2.9667,9,traffic light,0.7235,338.24,79.7,343.84,96.41
89,2.9667,9,traffic light,0.6894,286.92,78.18,295.93,96.44
89,2.9667,2,car,0.5453,594.07,148.41,627.7,168.21
89,2.9667,9,traffic light,0.3697,422.94,44.06,434.03,68.35
89,2.9667,2,car,0.3562,615.42,144.91,639.79,170.32
89,2.9667,9,traffic light,0.3067,237.48,76.97,244.81,93.27
89,2.9667,2,car,0.2739,31.08,155.06,49.23,167.17
90,3.0,2,car,0.7787,357.91,136.22,468.8,181.26
90,3.0,9,traffic light,0.71,335.46,78.65,342.55,95.13
90,3.0,9,traffic light,0.5576,233.75,76.36,240.49,92.3
90,3.0,9,traffic light,0.5342,283.39,76.43,292.77,96.37
90,3.0,2,car,0.5053,616.47,143.8,639.69,169.93
90,3.0,2,car,0.4767,597.22,146.28,627.04,166.92
90,3.0,9,traffic light,0.2822,478.44,93.89,495.61,112.65
90,3.0,2,car,0.2748,319.07,143.27,339.49,154.02
91,3.0333,2,car,0.7925,355.53,135.86,476.03,182.47
91,3.0333,9,traffic light,0.7486,336.03,76.67,343.24,93.14
91,3.0333,2,car,0.5678,620.46,146.65,639.71,169.63
91,3.0333,9,traffic light,0.5226,282.75,74.87,292.73,94.8
91,3.0333,2,car,0.4641,318.99,143.69,337.96,153.88
91,3.0333,2,car,0.3978,604.14,145.8,632.52,166.91
91,3.0333,9,traffic light,0.3932,231.99,75.05,238.8,91.16
91,3.0333,2,car,0.3653,301.65,143.55,318.04,154.14
91,3.0333,2,car,0.3485,235.61,144.48,248.74,154.64
91,3.0333,2,car,0.3065,551.95,166.68,630.05,209.37
92,3.0667,2,car,0.7309,351.29,135.57,478.36,182.81
92,3.0667,9,traffic light,0.6624,282.39,72.83,291.99,93.1
92,3.0667,9,traffic light,0.5581,337.71,75.75,343.42,91.91
92,3.0667,9,traffic light,0.4985,230.84,73.35,237.46,89.2
92,3.0667,2,car,0.4549,319.23,144.04,337.56,153.89
92,3.0667,2,car,0.3912,588.3,148.26,638.61,169.0
