frame_index,timestamp_sec,class_id,class_name,confidence,x1,y1,x2,y2
92,3.0667,2,car,0.3712,625.2,153.01,639.76,170.49
92,3.0667,9,traffic light,0.3573,493.59,83.76,513.73,109.08
92,3.0667,2,car,0.3519,301.65,143.83,318.1,154.06
92,3.0667,2,car,0.2532,602.85,146.16,638.98,168.82
92,3.0667,2,car,0.2529,615.46,147.54,639.81,170.44
93,3.1,9,traffic light,0.7955,336.41,73.94,343.27,90.97
93,3.1,2,car,0.7422,348.95,135.35,487.68,184.63
93,3.1,9,traffic light,0.7315,279.88,72.21,289.76,91.98
93,3.1,2,car,0.5676,593.05,148.1,639.7,171.38
93,3.1,9,traffic light,0.4584,227.57,70.97,235.72,88.66
93,3.1,2,car,0.4473,320.12,145.16,337.26,154.22
93,3.1,2,car,0.3606,301.32,144.83,317.73,154.47
93,3.1,2,car,0.2707,235.5,144.53,248.33,155.08
94,3.1333,9,traffic light,0.8007,277.59,71.75,287.74,91.32
94,3.1333,2,car,0.7539,343.87,135.25,487.88,185.79
94,3.1333,9,traffic light,0.7063,224.66,69.63,231.69,87.18
94,3.1333,9,traffic light,0.6358,335.46,72.59,342.33,89.65
94,3.1333,9,traffic light,0.4473,426.75,46.49,438.45,72.43
94,3.1333,2,car,0.3325,597.5,147.89,639.57,170.92
94,3.1333,2,car,0.332,317.93,145.4,337.18,154.78
94,3.1333,2,car,0.3129,233.76,144.01,248.14,155.31
95,3.1667,9,traffic light,0.6099,333.98,71.67,340.6,88.83
95,3.1667,2,car,0.5837,338.85,150.41,393.42,187.2
95,3.1667,9,traffic light,0.5015,274.41,67.79,285.01,90.56
95,3.1667,2,car,0.483,339.07,134.82,488.01,186.13
95,3.1667,9,traffic light,0.4508,220.2,68.0,228.43,86.21
95,3.1667,2,car,0.4369,481.07,132.84,548.1,180.54
95,3.1667,9,traffic light,0.4347,427.44,41.7,439.55,71.39
95,3.1667,2,car,0.3657,0.26,155.2,26.08,169.55
95,3.1667,2,car,0.2526,0.06,154.34,15.29,169.41
96,3.2,2,car,0.7357,332.62,133.71,483.24,187.91
96,3.2,9,traffic light,0.6387,216.62,66.08,223.88,84.54
96,3.2,9,traffic light,0.6152,271.58,68.14,282.26,88.22
96,3.2,9,traffic light,0.5864,429.07,42.43,441.86,68.4
96,3.2,9,traffic light,0.5493,331.56,69.86,340.0,87.9
96,3.2,2,car,0.4799,484.19,135.98,559.6,181.33
97,3.2333,9,traffic light,0.7697,270.05,64.19,281.02,87.41
97,3.2333,2,car,0.7179,327.87,133.12,489.03,188.84
97,3.2333,9,traffic light,0.6307,331.59,67.48,339.65,85.86
97,3.2333,9,traffic light,0.5948,214.07,64.39,221.39,82.85
97,3.2333,2,car,0.5518,606.0,148.28,639.75,171.63
97,3.2333,2,car,0.4065,481.79,141.71,572.51,181.22
97,3.2333,9,traffic light,0.2896,432.47,41.2,444.79,66.14
98,3.2667,9,traffic light,0.7311,331.52,65.47,338.92,83.96
98,3.2667,2,car,0.6771,322.43,131.84,491.2,189.55
98,3.2667,9,traffic light,0.6175,268.11,62.65,279.09,85.62
98,3.2667,7,truck,0.5082,323.51,132.31,488.45,187.86
98,3.2667,2,car,0.4721,614.67,151.85,639.73,172.41
98,3.2667,9,traffic light,0.4434,210.91,62.47,217.8,80.29
98,3.2667,2,car,0.4158,481.29,137.43,535.73,177.52
99,3.3,9,traffic light,0.7742,330.68,63.16,336.92,81.19
99,3.3,9,traffic light,0.7194,265.9,58.61,276.53,83.34
99,3.3,2,car,0.6464,316.22,129.34,490.61,190.58
99,3.3,7,truck,0.6299,315.92,129.81,490.35,190.36
99,3.3,9,traffic light,0.5064,437.3,29.32,450.93,59.55
99,3.3,9,traffic light,0.501,452.77,0.68,468.93,32.09
99,3.3,2,car,0.3808,629.05,151.49,639.78,171.74
99,3.3,9,traffic light,0.3737,207.85,60.32,215.4,78.74
99,3.3,2,car,0.3617,225.6,141.63,241.38,152.9
100,3.3333,9,traffic light,0.8734,328.21,60.37,335.93,79.66
100,3.3333,2,car,0.7596,309.73,127.69,490.52,192.22
100,3.3333,9,traffic light,0.6618,262.38,57.04,273.43,81.37
100,3.3333,7,truck,0.6513,309.88,127.69,489.7,192.15
100,3.3333,5,bus,0.5555,482.57,128.83,562.66,183.15
100,3.3333,9,traffic light,0.5137,457.11,0.76,473.46,25.86
100,3.3333,9,traffic light,0.445,438.26,25.69,451.81,55.69
100,3.3333,9,traffic light,0.3584,202.03,55.67,210.29,76.54
101,3.3667,9,traffic light,0.8192,326.89,58.82,334.59,77.62
101,3.3667,9,traffic light,0.7276,258.99,55.12,271.24,80.19
101,3.3667,7,truck,0.6831,301.19,126.67,487.38,193.48
101,3.3667,2,car,0.6413,301.11,127.16,488.7,194.1
101,3.3667,9,traffic light,0.5409,198.47,55.42,207.03,73.92
101,3.3667,5,bus,0.4715,482.11,127.41,578.37,185.08
101,3.3667,2,car,0.3699,622.63,153.68,638.48,174.14
101,3.3667,7,truck,0.3451,481.76,127.36,579.95,184.9
101,3.3667,9,traffic light,0.3428,441.58,19.51,455.85,52.13
101,3.3667,9,traffic light,0.2789,462.86,0.73,479.4,21.99
101,3.3667,2,car,0.2505,222.06,142.89,236.38,152.59
102,3.4,9,traffic light,0.7527,325.68,55.95,334.35,75.44
102,3.4,5,bus,0.7183,482.27,127.15,593.54,187.82
102,3.4,9,traffic light,0.7053,257.27,51.19,269.16,77.77
102,3.4,7,truck,0.633,292.93,125.84,488.57,195.1
102,3.4,2,car,0.5526,292.48,125.38,488.74,195.44
102,3.4,9,traffic light,0.542,194.0,51.52,202.57,72.38
102,3.4,9,traffic light,0.3427,446.05,17.02,459.38,48.1
102,3.4,2,car,0.3322,628.28,155.1,639.72,173.38
102,3.4,9,traffic light,0.2982,464.74,0.52,485.69,16.43
103,3.4333,9,traffic light,0.7883,254.31,49.66,266.54,75.81
103,3.4333,2,car,0.6983,283.15,123.65,489.33,196.05
103,3.4333,9,traffic light,0.6185,324.43,53.84,333.87,74.4
103,3.4333,7,truck,0.6122,282.9,123.91,489.21,196.38
103,3.4333,9,traffic light,0.6024,191.09,49.02,199.58,70.96
103,3.4333,5,bus,0.4079,495.74,127.54,607.42,189.18
103,3.4333,9,traffic light,0.3083,448.14,7.92,463.98,44.4
103,3.4333,7,truck,0.2656,496.26,127.73,607.84,188.76
104,3.4667,7,truck,0.7582,273.75,121.12,490.3,197.16
104,3.4667,9,traffic light,0.7511,323.44,51.44,332.01,71.84
104,3.4667,9,traffic light,0.7102,250.93,47.52,262.83,73.45
104,3.4667,7,truck,0.5902,496.66,125.66,611.01,189.17
104,3.4667,9,traffic light,0.5862,186.2,46.67,194.26,68.89
104,3.4667,2,car,0.5138,273.23,121.0,490.31,197.22
104,3.4667,2,car,0.2549,219.18,139.91,232.62,151.04
105,3.5,9,traffic light,0.8164,246.75,45.6,259.59,72.15
105,3.5,9,traffic light,0.7955,320.58,48.29,329.21,69.78
105,3.5,7,truck,0.7139,260.31,120.47,488.43,198.0
105,3.5,7,truck,0.5759,481.3,124.19,614.63,190.24
105,3.5,2,car,0.5105,261.22,120.35,489.02,198.32
105,3.5,9,traffic light,0.4878,179.7,45.14,189.13,66.94
106,3.5333,9,traffic light,0.8328,243.87,43.54,257.07,70.54
106,3.5333,7,truck,0.8254,248.98,117.51,486.8,200.06
106,3.5333,9,traffic light,0.8127,319.49,46.87,328.42,68.34
106,3.5333,9,traffic light,0.7051,176.31,42.63,186.14,65.19
106,3.5333,7,truck,0.6286,480.17,122.92,617.81,191.43
106,3.5333,0,person,0.2682,608.38,148.02,619.61,175.48
106,3.5333,9,traffic light,0.2559,453.72,0.78,473.14,34.28
107,3.5667,7,truck,0.8663,236.93,116.51,486.33,203.55
107,3.5667,9,traffic light,0.8327,242.43,41.53,255.77,68.94
107,3.5667,9,traffic light,0.8009,319.44,45.37,328.6,66.05
107,3.5667,7,truck,0.7183,485.93,121.28,625.97,193.52
107,3.5667,9,traffic light,0.6501,173.09,41.1,183.03,64.24
107,3.5667,9,traffic light,0.2667,459.55,0.79,479.55,30.42
108,3.6,7,truck,0.8469,223.11,114.97,486.74,206.82
108,3.6,7,truck,0.8456,494.95,119.31,631.51,196.41
108,3.6,9,traffic light,0.8376,317.39,42.6,326.54,64.45
108,3.6,9,traffic light,0.7589,167.71,38.35,177.1,62.23
108,3.6,9,traffic light,0.7297,238.31,40.18,252.37,66.81
108,3.6,9,traffic light,0.4758,463.56,0.26,483.4,23.37
108,3.6,0,person,0.464,481.48,135.97,496.56,168.21
109,3.6333,9,traffic light,0.8723,234.46,36.67,248.19,65.86
109,3.6333,9,traffic light,0.8067,315.6,40.24,324.84,63.39
109,3.6333,7,truck,0.7943,206.68,114.13,484.27,211.02
109,3.6333,9,traffic light,0.7083,162.44,37.02,171.95,61.97
109,3.6333,7,truck,0.6295,492.93,118.76,634.27,198.51
109,3.6333,2,car,0.3799,206.97,113.76,483.19,210.84
109,3.6333,9,traffic light,0.2728,466.57,0.18,487.67,20.0
110,3.6667,9,traffic light,0.8607,158.1,35.82,167.29,60.17
110,3.6667,9,traffic light,0.8417,313.93,38.74,323.44,61.83
110,3.6667,9,traffic light,0.8308,231.64,36.23,245.12,64.55
110,3.6667,7,truck,0.8179,191.51,112.73,482.81,215.85
110,3.6667,7,truck,0.5765,494.84,118.39,637.71,202.06
110,3.6667,2,car,0.4318,191.89,112.92,482.96,216.67
110,3.6667,9,traffic light,0.2743,473.64,0.81,492.55,18.23
110,3.6667,7,truck,0.2552,0.19,120.21,108.49,163.68
111,3.7,9,traffic light,0.8283,227.31,33.87,241.68,63.33
111,3.7,7,truck,0.8245,172.28,111.79,481.84,222.29
111,3.7,9,traffic light,0.8214,153.54,33.64,162.73,58.88
111,3.7,9,traffic light,0.82,311.82,37.74,321.49,60.23
111,3.7,7,truck,0.4378,473.13,117.7,639.55,207.26
111,3.7,5,bus,0.4254,473.23,118.0,639.56,207.22
112,3.7333,7,truck,0.8518,148.38,111.02,476.51,228.9
112,3.7333,9,traffic light,0.842,310.57,36.98,320.38,59.87
112,3.7333,9,traffic light,0.8106,224.75,31.72,239.35,63.3
112,3.7333,7,truck,0.7328,490.51,118.27,639.29,210.57
112,3.7333,9,traffic light,0.5894,147.61,30.85,158.48,58.35
112,3.7333,7,truck,0.3548,0.0,134.35,26.01,166.82
112,3.7333,7,truck,0.3314,0.06,122.76,102.21,165.89
113,3.7667,7,truck,0.8797,128.24,109.79,477.84,234.49
113,3.7667,7,truck,0.8191,493.0,117.51,639.41,215.26
113,3.7667,9,traffic light,0.8082,220.19,31.34,236.07,62.77
113,3.7667,9,traffic light,0.7993,308.57,34.44,319.26,59.34
113,3.7667,9,traffic light,0.6493,143.49,30.48,153.4,56.62
113,3.7667,7,truck,0.3693,0.24,122.41,100.84,166.24
114,3.8,7,truck,0.8232,491.39,116.67,639.74,219.28
114,3.8,9,traffic light,0.8181,216.33,29.6,231.57,59.97
114,3.8,7,truck,0.816,102.42,107.6,474.62,240.39
114,3.8,9,traffic light,0.7406,306.75,32.62,316.37,56.78
114,3.8,9,traffic light,0.6,137.27,30.09,147.67,55.23
114,3.8,7,truck,0.3498,0.05,132.97,18.52,165.96
114,3.8,7,truck,0.3372,0.17,121.82,100.25,166.31
115,3.8333,9,traffic light,0.8297,210.63,28.65,226.43,60.2
115,3.8333,7,truck,0.7646,75.74,104.91,469.53,248.75
115,3.8333,9,traffic light,0.7508,302.85,31.94,312.86,56.6
115,3.8333,9,traffic light,0.6129,129.81,28.21,141.72,55.89
115,3.8333,7,truck,0.5699,485.3,116.21,639.85,222.56
115,3.8333,7,truck,0.2891,0.29,123.88,96.48,166.84
116,3.8667,7,truck,0.8567,43.06,103.52,460.99,253.28
116,3.8667,9,traffic light,0.8519,301.62,29.83,312.85,55.78
116,3.8667,9,traffic light,0.8198,208.25,25.89,223.92,59.0
116,3.8667,7,truck,0.7284,483.62,114.92,639.71,226.61
116,3.8667,9,traffic light,0.6574,126.46,26.44,136.52,53.41
117,3.9,7,truck,0.8627,9.48,99.2,454.11,261.49
117,3.9,9,traffic light,0.8385,300.64,27.58,312.13,53.18
117,3.9,9,traffic light,0.7834,204.41,24.37,221.31,56.85
117,3.9,9,traffic light,0.6892,121.0,23.37,132.47,51.6
117,3.9,7,truck,0.5298,478.0,112.06,639.71,233.31
117,3.9,5,bus,0.3438,476.56,110.92,640.0,233.36
118,3.9333,7,truck,0.84,1.8,94.4,445.73,269.27
118,3.9333,9,traffic light,0.8212,200.33,21.85,216.21,55.22
118,3.9333,9,traffic light,0.7566,298.37,24.9,308.79,52.44
118,3.9333,9,traffic light,0.6696,116.25,22.92,126.85,49.71
118,3.9333,7,truck,0.4587,438.99,110.85,639.87,237.4
118,3.9333,5,bus,0.3696,437.47,110.86,639.94,237.97
119,3.9667,9,traffic light,0.8884,195.65,17.47,212.03,51.91
119,3.9667,7,truck,0.8781,0.33,86.41,437.2,277.24
119,3.9667,9,traffic light,0.7695,295.88,21.61,307.12,48.67
119,3.9667,9,traffic light,0.699,110.23,19.13,121.23,47.16
119,3.9667,5,bus,0.3672,446.01,108.03,640.0,241.65
119,3.9667,7,truck,0.3318,461.48,108.09,639.86,241.52
119,3.9667,0,person,0.2987,174.09,103.26,219.05,141.79
120,4.0,7,truck,0.9016,0.5,80.77,429.08,285.19
120,4.0,9,traffic light,0.8184,190.83,15.48,207.97,49.96
120,4.0,9,traffic light,0.8085,293.01,19.09,304.21,47.18
120,4.0,9,traffic light,0.7487,103.24,15.11,114.42,44.7
120,4.0,5,bus,0.5564,442.7,104.22,639.98,250.64
120,4.0,7,truck,0.2739,452.93,104.1,639.8,250.13
121,4.0333,7,truck,0.8656,0.33,79.09,413.05,297.1
121,4.0333,9,traffic light,0.8499,185.93,12.26,203.17,47.63
121,4.0333,9,traffic light,0.7033,290.54,15.37,301.88,44.17
121,4.0333,9,traffic light,0.5561,96.46,14.44,108.72,42.72
121,4.0333,7,truck,0.4925,407.08,99.25,639.83,257.39
121,4.0333,5,bus,0.4916,407.09,99.54,640.0,257.21
122,4.0667,9,traffic light,0.8735,180.72,8.9,198.13,45.18
122,4.0667,5,bus,0.7749,448.18,94.82,639.72,264.97
122,4.0667,9,traffic light,0.7682,287.59,13.43,299.1,41.35
122,4.0667,7,truck,0.7515,0.27,70.52,399.49,298.97
122,4.0667,9,traffic light,0.5786,90.43,11.03,102.27,40.44
123,4.1,9,traffic light,0.8575,176.65,7.02,194.45,41.9
123,4.1,5,bus,0.8377,440.4,86.13,639.93,272.13
123,4.1,9,traffic light,0.774,285.81,9.22,297.56,38.4
123,4.1,9,traffic light,0.7311,84.94,7.98,97.1,37.31
123,4.1,7,truck,0.3032,0.84,55.83,387.11,285.79
156,5.2,7,truck,0.2884,189.21,222.65,278.26,264.81
159,5.3,7,truck,0.2759,176.67,222.54,279.41,264.79
160,5.3333,7,truck,0.3043,172.28,222.15,279.46,264.04
160,5.3333,7,truck,0.2732,205.41,222.51,279.35,262.93
161,5.3667,7,truck,0.4104,199.36,221.82,279.61,265.31
161,5.3667,2,car,0.3672,198.83,222.1,279.5,266.1
165,5.5,2,car,0.4239,139.86,218.97,282.97,274.19
168,5.6,7,truck,0.41,108.56,216.34,286.48,283.3
169,5.6333,7,truck,0.3636,98.23,214.78,288.7,296.25
170,5.6667,2,car,0.5711,85.85,214.83,292.08,279.88
171,5.7,2,car,0.5079,70.08,215.78,295.07,279.29
171,5.7,7,truck,0.3371,69.74,216.37,295.09,278.94
172,5.7333,7,truck,0.7113,52.19,215.81,298.77,290.17
172,5.7333,2,car,0.3662,52.99,215.56,298.68,289.6
173,5.7667,7,truck,0.6304,32.41,215.38,303.26,296.01
173,5.7667,2,car,0.4114,29.85,214.46,304.22,294.3
174,5.8,7,truck,0.7448,0.68,214.12,309.95,325.2
175,5.8333,2,car,0.4337,125.1,212.62,316.85,299.49
176,5.8667,7,truck,0.6423,0.55,211.56,324.52,323.81
177,5.9,7,truck,0.5498,0.68,209.5,338.6,317.84
178,5.9333,7,truck,0.5859,0.98,207.71,346.77,316.78
178,5.9333,2,car,0.3908,40.94,208.53,344.47,311.01
179,5.9667,7,truck,0.646,1.92,203.53,358.82,318.2
179,5.9667,2,car,0.5121,30.52,203.79,357.58,308.33
180,6.0,2,car,0.5504,15.83,196.84,375.26,340.92
180,6.0,7,truck,0.5446,1.35,196.42,373.28,326.38
181,6.0333,5,bus,0.4215,0.06,187.22,397.35,354.87
182,6.0667,7,truck,0.4246,327.29,176.63,389.91,232.35
182,6.0667,2,car,0.3116,327.3,176.96,389.63,232.37
183,6.1,2,car,0.4986,327.62,176.29,392.29,228.34
183,6.1,2,car,0.2557,132.77,185.85,162.8,210.3
184,6.1333,2,car,0.5493,328.42,175.92,394.59,231.18
184,6.1333,2,car,0.3057,129.77,188.31,156.21,210.86
185,6.1667,2,car,0.5177,326.6,175.72,396.68,232.3
186,6.2,2,car,0.5575,326.46,174.57,399.21,233.39
187,6.2333,2,car,0.4513,327.71,174.42,402.6,235.55
188,6.2667,2,car,0.398,330.62,173.67,405.35,235.77
188,6.2667,2,car,0.3872,74.92,246.07,622.06,356.38
188,6.2667,7,truck,0.2958,330.83,173.91,405.01,235.67
189,6.3,2,car,0.3767,74.44,243.34,621.47,356.34
189,6.3,7,truck,0.3424,334.67,173.23,407.27,235.78
189,6.3,2,car,0.3112,334.83,173.35,407.13,235.61
190,6.3333,2,car,0.3231,333.71,172.72,410.76,236.51
190,6.3333,7,truck,0.3081,333.76,172.68,410.85,237.24
190,6.3333,2,car,0.2563,74.09,244.21,635.83,354.29
191,6.3667,7,truck,0.2812,332.37,172.44,413.72,235.67
195,6.5,7,truck,0.5032,331.22,165.53,427.38,240.18
195,6.5,2,car,0.4623,331.12,165.48,427.75,240.43
196,6.5333,2,car,0.5294,331.24,163.18,431.95,240.06
196,6.5333,7,truck,0.4288,332.04,163.82,431.19,239.3
197,6.5667,7,truck,0.5963,331.89,161.14,435.61,238.64
197,6.5667,2,car,0.4097,330.78,160.55,435.73,238.76
198,6.6,7,truck,0.565,333.07,158.66,438.56,240.31
198,6.6,2,car,0.5178,332.12,159.11,438.45,239.98
199,6.6333,2,car,0.6317,328.56,156.8,443.04,239.52
199,6.6333,7,truck,0.3894,330.86,156.66,442.89,239.61
200,6.6667,2,car,0.6227,325.24,153.18,448.55,241.3
200,6.6667,7,truck,0.5629,327.49,153.56,448.28,241.12
200,6.6667,2,car,0.3818,322.4,161.12,339.93,177.19
201,6.7,2,car,0.6779,323.22,151.85,451.71,242.76
201,6.7,7,truck,0.4363,325.29,151.83,451.1,242.36
201,6.7,2,car,0.3362,321.37,160.08,339.46,176.42
201,6.7,7,truck,0.257,30.64,165.41,70.49,203.83
202,6.7333,2,car,0.6143,323.49,150.77,455.31,244.05
202,6.7333,7,truck,0.4358,329.11,150.67,454.82,243.61
202,6.7333,2,car,0.2701,320.34,158.87,340.15,175.63
203,6.7667,2,car,0.5625,321.03,148.17,458.68,246.36
203,6.7667,7,truck,0.5202,322.38,147.82,459.8,245.59
203,6.7667,2,car,0.254,319.58,157.41,337.38,174.15
204,6.8,7,truck,0.5663,326.6,147.79,464.06,247.57
204,6.8,2,car,0.3093,317.15,157.65,338.32,174.63
205,6.8333,7,truck,0.728,319.04,145.58,467.65,252.06
206,6.8667,7,truck,0.7817,315.87,145.58,473.07,253.87
206,6.8667,2,car,0.2536,315.09,158.26,337.04,175.1
207,6.9,7,truck,0.8102,313.74,145.3,477.72,258.19
207,6.9,2,car,0.3406,314.77,158.41,336.87,175.74
208,6.9333,7,truck,0.6577,313.91,144.57,481.07,263.27
208,6.9333,2,car,0.3747,313.67,158.88,334.78,175.8
208,6.9333,2,car,0.2855,308.69,157.89,334.74,229.29
209,6.9667,7,truck,0.6414,309.18,144.39,485.87,269.53
210,7.0,7,truck,0.6034,307.18,143.95,490.83,273.58
210,7.0,2,car,0.4162,307.63,144.38,491.31,273.52
210,7.0,2,car,0.3321,306.38,158.24,331.84,232.63
210,7.0,2,car,0.2582,306.31,158.38,331.85,176.31
211,7.0333,7,truck,0.6651,303.27,145.14,495.27,277.35
212,7.0667,7,truck,0.681,300.02,143.67,500.67,283.86
213,7.1,7,truck,0.753,295.33,143.51,505.93,288.91
214,7.1333,7,truck,0.7142,290.62,142.97,507.65,289.25
215,7.1667,7,truck,0.7381,285.01,143.27,514.98,290.96
224,7.4667,9,traffic light,0.3951,319.61,128.39,327.52,141.08
230,7.6667,2,car,0.3112,141.82,205.61,218.92,263.99
231,7.7,2,car,0.328,134.16,207.38,211.23,264.33
232,7.7333,2,car,0.3286,125.53,207.46,207.77,264.53
232,7.7333,9,traffic light,0.2666,145.79,170.13,154.68,185.21
233,7.7667,9,traffic light,0.3456,191.95,162.42,202.71,189.19
234,7.8,7,truck,0.3627,528.91,208.05,639.66,277.7
234,7.8,9,traffic light,0.3291,188.34,163.0,199.69,186.85
234,7.8,9,traffic light,0.2611,187.31,163.03,200.65,192.42
235,7.8333,9,traffic light,0.3515,183.62,164.43,193.97,185.98
235,7.8333,0,person,0.2753,525.35,235.99,534.79,265.43
236,7.8667,9,traffic light,0.3684,178.21,163.27,187.79,186.78
236,7.8667,9,traffic light,0.33,179.79,162.58,190.19,186.4
238,7.9333,9,traffic light,0.3269,109.31,160.46,120.12,181.42
239,7.9667,2,car,0.2735,126.01,196.93,168.75,238.4
239,7.9667,9,traffic light,0.2614,101.41,158.99,113.08,181.97
240,8.0,0,person,0.2733,504.97,233.51,515.19,262.48
241,8.0333,9,traffic light,0.2819,144.52,161.94,158.62,181.86
242,8.0667,9,traffic light,0.4782,135.39,158.47,147.21,179.18
242,8.0667,2,car,0.3156,90.35,191.5,144.64,233.16
242,8.0667,2,car,0.2627,182.25,193.2,208.28,209.83
242,8.0667,7,truck,0.2606,493.2,199.5,627.14,270.98
243,8.1,9,traffic light,0.463,126.12,149.86,138.09,177.82
243,8.1,2,car,0.2626,79.6,189.89,133.09,234.17
244,8.1333,2,car,0.2779,0.01,192.98,19.58,236.15
244,8.1333,9,traffic light,0.2722,149.22,160.73,162.13,182.66
245,8.1667,9,traffic light,0.3887,589.5,203.42,601.02,224.91
245,8.1667,9,traffic light,0.3594,141.81,160.11,152.27,180.47
245,8.1667,9,traffic light,0.322,104.63,158.71,116.35,178.68
246,8.2,9,traffic light,0.3709,579.35,198.1,593.27,228.17
246,8.2,9,traffic light,0.2935,93.16,145.62,104.49,183.88
247,8.2333,2,car,0.4304,135.14,190.1,172.42,224.47
247,8.2333,9,traffic light,0.4037,118.65,161.8,130.77,180.93
247,8.2333,9,traffic light,0.3495,78.99,148.54,90.66,180.73
247,8.2333,9,traffic light,0.2713,569.18,192.01,583.23,223.5
248,8.2667,9,traffic light,0.2958,13.85,192.59,48.94,235.63
249,8.3,2,car,0.4162,110.85,195.17,147.81,228.68
249,8.3,2,car,0.2594,219.52,162.43,273.26,200.95
252,8.4,0,person,0.3881,538.89,213.75,558.42,269.45
252,8.4,0,person,0.2858,465.33,180.82,476.23,209.64
253,8.4333,0,person,0.4476,543.23,211.71,561.91,262.0
253,8.4333,0,person,0.4422,477.03,179.38,488.05,221.07
255,8.5,9,traffic light,0.3052,266.23,169.05,313.41,212.0
255,8.5,9,traffic light,0.3014,98.19,159.13,113.58,204.54
257,8.5667,9,traffic light,0.5549,128.94,160.12,142.77,192.7
257,8.5667,9,traffic light,0.3436,289.38,171.02,337.57,200.23
258,8.6,9,traffic light,0.3605,71.45,168.71,88.1,189.43
258,8.6,9,traffic light,0.3374,141.14,157.78,153.26,187.17
261,8.7,2,car,0.3339,118.06,198.64,170.83,241.87
262,8.7333,2,car,0.2691,138.73,200.14,174.08,237.35
262,8.7333,9,traffic light,0.2573,31.18,163.5,41.17,176.92
263,8.7667,2,car,0.2616,136.11,195.67,198.7,245.24
264,8.8,9,traffic light,0.3557,191.94,159.23,207.32,185.07
265,8.8333,9,traffic light,0.4261,199.67,159.28,209.97,184.89
266,8.8667,9,traffic light,0.5104,207.0,158.13,218.1,184.05
266,8.8667,9,traffic light,0.2966,150.78,170.03,160.49,186.56
266,8.8667,2,car,0.2965,281.66,192.09,301.45,202.17
267,8.9,9,traffic light,0.3208,214.76,160.32,225.54,185.58
268,8.9333,9,traffic light,0.3339,222.31,160.91,233.0,186.77
268,8.9333,2,car,0.2596,180.86,198.02,226.92,247.83
269,8.9667,2,car,0.2785,281.95,199.47,304.16,222.01
269,8.9667,9,traffic light,0.2652,228.47,162.42,238.45,187.92
269,8.9667,2,car,0.2651,302.57,192.92,320.55,206.8
269,8.9667,9,traffic light,0.2565,175.62,175.85,184.0,188.97
270,9.0,9,traffic light,0.293,233.09,162.6,242.04,190.44
271,9.0333,2,car,0.2879,308.79,192.17,327.13,203.63
273,9.1,9,traffic light,0.3986,241.09,163.52,249.09,186.63
275,9.1667,2,car,0.7992,0.15,184.68,113.46,314.7
275,9.1667,9,traffic light,0.7235,524.21,29.85,549.53,103.15
275,9.1667,9,traffic light,0.6538,555.62,39.58,584.02,103.55
275,9.1667,2,car,0.6513,491.39,177.62,518.57,199.37
275,9.1667,0,person,0.4067,318.99,167.61,328.43,198.83
275,9.1667,2,car,0.2505,515.44,167.93,564.9,198.44
276,9.2,2,car,0.7922,0.15,184.52,113.44,314.58
276,9.2,9,traffic light,0.7302,524.27,30.02,549.4,103.48
276,9.2,2,car,0.6599,491.17,178.03,518.54,199.57
276,9.2,9,traffic light,0.6004,555.65,39.7,584.02,104.03
276,9.2,0,person,0.4003,317.56,167.73,327.31,198.85
276,9.2,9,traffic light,0.3629,557.26,40.1,582.57,89.29
277,9.2333,2,car,0.8,0.14,185.22,113.5,314.64
277,9.2333,9,traffic light,0.726,524.26,30.01,549.41,103.53
277,9.2333,2,car,0.6556,491.17,177.99,518.55,199.55
277,9.2333,9,traffic light,0.6179,555.61,39.7,584.02,104.09
277,9.2333,0,person,0.3908,317.52,167.71,327.21,198.51
277,9.2333,9,traffic light,0.3653,557.23,40.1,582.57,90.09
277,9.2333,2,car,0.3055,504.9,226.99,639.73,355.15
278,9.2667,2,car,0.8088,0.16,185.55,113.49,314.51
278,9.2667,9,traffic light,0.7164,524.24,30.0,549.48,103.62
278,9.2667,2,car,0.6635,491.13,178.1,518.54,199.55
278,9.2667,9,traffic light,0.6293,555.56,39.7,584.02,104.21
278,9.2667,0,person,0.3892,317.54,167.7,327.2,198.53
278,9.2667,9,traffic light,0.3591,557.2,40.11,582.58,90.25
278,9.2667,2,car,0.252,515.35,168.15,564.8,198.79
279,9.3,2,car,0.8212,0.15,184.48,113.64,314.35
279,9.3,9,traffic light,0.6987,524.31,29.98,549.44,103.59
279,9.3,2,car,0.675,491.27,177.78,518.54,199.5
279,9.3,9,traffic light,0.6593,556.01,40.3,583.54,104.11
279,9.3,0,person,0.4308,318.59,167.41,328.04,198.6
279,9.3,2,car,0.3299,515.22,168.12,564.27,197.88
279,9.3,2,car,0.292,483.36,201.3,639.73,354.97
279,9.3,0,person,0.2772,316.99,166.8,325.89,198.41
279,9.3,0,person,0.2546,317.83,166.53,331.07,197.97
280,9.3333,2,car,0.8211,0.15,184.69,113.64,314.3
280,9.3333,9,traffic light,0.7003,556.62,40.18,583.68,103.07
280,9.3333,9,traffic light,0.6871,524.26,29.8,549.48,103.25
280,9.3333,2,car,0.6649,491.36,177.59,518.8,199.67
280,9.3333,0,person,0.4267,318.56,167.61,328.19,198.44
280,9.3333,2,car,0.3815,515.31,168.18,565.21,197.56
280,9.3333,0,person,0.2753,316.9,166.9,326.16,198.27
280,9.3333,0,person,0.2695,317.84,166.7,331.11,197.7
280,9.3333,2,car,0.2691,473.4,178.36,639.72,353.72
280,9.3333,2,car,0.2569,575.65,175.8,623.82,207.59
